,description,number_rates,rating,price,url
318,"Kids Vitamins. Unflavored & Tasteless Liquid Kids Multivitamin. Sugar Free 14-in-1 Vegan Supplement Drops for Kids, Children, Teens. Mix in Juice, Milk, Or Water and Your Kids Won't Even Taste It!",6,3.5,15.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00712147ULTKR3WFA5D&url=%2FVitamins-Unflavored-Tasteless-Multivitamin-Supplement%2Fdp%2FB0B15PCP4W%2Fref%3Dsr_1_259_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-259-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
319,"Flintstones SuperBeans, Kids Multivitamin with Immunity Support with Vitamins A, D, Iodine & Zinc to Support Healthy Growth, Fruit Flavored, Vegetarian, Jelly Bean Chews, 90 Count (Packaging may vary)","1,338",4.6,9.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0712964AETOE1VY43XW&url=%2FFlintstones-SuperBeans-Multivitamin-Vitamins-Development%2Fdp%2FB08X8FSL6C%2Fref%3Dsr_1_260_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26rdc%3D1%26sr%3D8-260-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
320,"SUPPZAAR Kids Vitamins | 45-90 Day Kids Multivitamin Gummies | Gummy Vitamins with Vegetarian, Non-GMO & Gluten Free Ingredients | Multivitamin for Kids | Vitamins for Kids | Toddler Vitamins | 90 Ct",30,4.4,11.99,https://www.amazon.com/SUPPZAAR-Kids-Multivitamin-Gummies-Vegetarian/dp/B09KMCZPMH/ref=sr_1_261?keywords=multivitamin+for+kids&qid=1660952918&sr=8-261
321,Calcium with Vitamin D3 & Vitamin K2 | 2 Month Supply | Calcium Supplement | Bone Support | Calcium with Vitamin D3 K2 Gummies | Vegan | Non-GMO | Gluten Free | 60 Count,"2,988",4.7,29.95,https://www.amazon.com/Organic-Vitamin-Calcium-MaryRuth-Chewable/dp/B07GC86WMY/ref=sr_1_262?keywords=multivitamin+for+kids&qid=1660952918&sr=8-262
322,"NaturesPlus Animal Parade Source of Life Tooth Fairy Children's Chewable - Natural Vanilla Flavor - 90 Animal Shaped Tablets - Dental Health Supplement - Vegetarian, Gluten-Free - 45 Servings",337,4.6,25.82,https://www.amazon.com/Natures-Plus-Animal-Childrens-Chewable/dp/B00FZN83PQ/ref=sr_1_263?keywords=multivitamin+for+kids&qid=1660952918&sr=8-263
323,"KIDS VITAMINS | Ruwaa Nutrition USDA Organic Kids Multivitamin Gummies | Vitamins For Kids, Zinc, Vitamin C, D, E, B6, Growth And Immune Support For Kids | Kids Chewable Vitamins, Gluten-Free, Non-GMO",31,4.2,19.97,https://www.amazon.com/Multivitamin-Vitamins-Multivitamins-Childrens-Chewable/dp/B08Y5JR5X1/ref=sr_1_264?keywords=multivitamin+for+kids&qid=1660952918&sr=8-264
324,"USDA Organic Kids Vitamin Gummies (Non-GMO) Yummy Natural Fruit Flavors - Complete Kids Multivitamin Gummies: Vitamin C, D, B, A, Zinc - Supplement for Energy, Mood, Immune Support - 60 Gummy Vitamins",67,4.5,14.97,https://www.amazon.com/Organic-Vitamin-Gummies-Non-GMO-Natural/dp/B097P11V4J/ref=sr_1_265?keywords=multivitamin+for+kids&qid=1660952918&sr=8-265
325,"Iron Gummies for Kids – Non-GMO Kids Vitamins with Iron - Gluten-Free Kids Gummy Vitamins - Chewable Kids Iron Supplement with Vitamin A, B3, B5, B6, B12, and Zinc for Kids Nutrition, 1Pack, 100 Count",603,4.2,16.99,https://www.amazon.com/Iron-Gummies-Kids-Gluten-Free-Supplement/dp/B08MV82VB6/ref=sr_1_266?keywords=multivitamin+for+kids&qid=1660952918&sr=8-266
326,"Zarbee's Kids 1mg Melatonin Chewable Tablet, Drug-Free & Effective Sleep Supplement, Easy to Take Natural Grape Flavor Tablets for Children Ages 3 and Up, 30 Count","60,876",4.7,7.98,https://www.amazon.com/Zarbees-Naturals-Childrens-Chewable-Melatonin/dp/B00C2WEJT2/ref=sr_1_267?keywords=multivitamin+for+kids&qid=1660952918&rdc=1&sr=8-267
327,Zinc Supplements for Immune Support | Liquid Zinc Supplement | Ionic Zinc for Kids | Ages 4-13 | Zinc Sulfate | Skin Care Supplement | Vegan | Non-GMO | Gluten Free | 2 Fl Oz,308,4.7,17.85,https://www.amazon.com/Supplements-Support-Supplement-Sulfate-Non-GMO/dp/B08TBYT65L/ref=sr_1_268?keywords=multivitamin+for+kids&qid=1660952918&sr=8-268
328,Tropical Oasis MultiVitamin Mineral/ for CHILDREN (16 oz) Liquid,68,4.5,13.95,https://www.amazon.com/Tropical-Oasis-MultiVitamin-Mineral-CHILDREN/dp/B000JZSHV0/ref=sr_1_269?keywords=multivitamin+for+kids&qid=1660952918&sr=8-269
329,EMS Kirkland Signature Children's Complete Multivitamin Gummies 320 Count,61,4.3,22.55,https://www.amazon.com/Kirkland-Signature-Childrens-Complete-Multivitamin/dp/B0943F6MR2/ref=sr_1_270?keywords=multivitamin+for+kids&qid=1660952918&sr=8-270
330,"Nature's Bounty Kid's Multivitamin Jelly Beans, 1 ea",1,5.0,none,https://www.amazon.com/Natures-Bounty-Multivitamin-Jelly-Beans/dp/B09L8LQ28H/ref=sr_1_271?keywords=multivitamin+for+kids&qid=1660952918&sr=8-271
331,"Kid Natural - Healthy 'N Fit Chewable Multivitamin -60 count, Natural Fruit Flavored Chewables: Children’s Total Nutrient Complex, Supporting A Growing Body and Mind",15,3.9,17.29,https://www.amazon.com/Healthy-Fit-Natural-Chewable-Vitamins/dp/B00Q6V677W/ref=sr_1_272?keywords=multivitamin+for+kids&qid=1660952918&sr=8-272
332,"L'il Critters Kids Calcium Gummy Bears with Vitamin D3 , 150ct","6,516",4.7,12.77,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A10019561J69DCEIDAG5X&url=%2FLil-Critters-Calcium-Vitamin-Supplement%2Fdp%2FB00421MNIU%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-273-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
333,"Whole Fruit Gummy Vitamins for Kids No Added Sugar, Vegan Kids Multivitamin Gummies, Plant Based Multivitamin for Kids, Whole Foods Toddler Vitamins, Organic Kids Vitamins Chewable 60 Bites Strawberry","1,772",4.3,25.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0190492YIWV2GJWIOY7&url=%2FMultivitamin-Organic-Plant-Based-Vitamins-Strawberry%2Fdp%2FB07PB657SW%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-274-spons%26psc%3D1%26smid%3DA14M046EBK0J2H&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
334,"Culturelle Kids Complete Multivitamin + Probiotic Chewable, Digestive & Immune Support for Kids, With 11 Vitamins & Minerals including Vitamin C, D3 and Zinc, Fruit Punch Flavor, 50 Count","3,758",4.8,15.73,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0972207106YAUKVOJUGS&url=%2FCulturelle-Multivitamin-Probiotic-Supplement-probiotic%25E2%258C%2598%2Fdp%2FB07N7ZM39Z%2Fref%3Dice_ac_b_dpb_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-275-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
335,"Celltrient Energy Drink Mix, Summer Cherry, 14 Count",71,4.0,34.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0402801218GQR97QXQG1&url=%2FCelltrient-Energy-Drink-Summer-Cherry%2Fdp%2FB08CHXT2Y5%2Fref%3Dsr_1_276_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-276-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
336,"Flintstones Sour Gummies Kids Vitamins, Gummy Multivitamin for Kids with Vitamins A, B6, B12, C, D & more, 180ct","1,105",4.8,13.92,https://www.amazon.com/Flintstones-Childrens-Complete-Multivitamin-Gummies/dp/B00BV47LTM/ref=sr_1_277?keywords=multivitamin+for+kids&qid=1660952918&rdc=1&sr=8-277
337,"Vitamin Friends - Iron Supplements for Kids (2 Pack) B-Complex, Vitamin C, Zinc, Biotin - Iron Gummies Support Healthy Body Function Iron Levels - Vegan, Allergen Free…",144,4.4,37.95,https://www.amazon.com/Vitamin-Friends-Kids-Iron-Gummies/dp/B079597F8Q/ref=sr_1_278?keywords=multivitamin+for+kids&qid=1660952918&sr=8-278
338,"Dr. Wholeness Head Start Multivitamin Powder | Essential Nutrients for Growing Children, Methylated B-Vitamins, Easy to Mix, No Flavors, Sweeteners Or Preservatives - 60 Servings",25,3.8,32.95,https://www.amazon.com/Dr-Wholeness-Multivitamin-Methylated-Preservatives/dp/B092PM1KLF/ref=sr_1_279?keywords=multivitamin+for+kids&qid=1660952918&sr=8-279
339,"PreSteps Daily - Liquid Multivitamin for Kids & Infants - Toddler Multivitamins with Vitamin A, B Complex, C, and E - Natural Orange Flavor - Sugar Free - 2 Month Supply - 60ml - CaliVita",3,4.2,11.99,https://www.amazon.com/PreSteps-Daily-Multivitamin-Multivitamins-CaliVita/dp/B084Q6DN7X/ref=sr_1_280?keywords=multivitamin+for+kids&qid=1660952918&sr=8-280
340,USDA Organic Vitamin D3 Liquid Drops for Kids by MaryRuth's | 640 IU Vitamin D3 Per Serving | Kids Immune Support & Bone Health Supplement | Formulated for Ages 4-13 | 0.5oz,232,4.6,19.99,https://www.amazon.com/Mary-Ruths-Kids-Vitamin-Drops/dp/B08TC5GB4W/ref=sr_1_281?keywords=multivitamin+for+kids&qid=1660952918&sr=8-281
341,Lil Critters Kids Probiotics Gummies 60 Count,"2,386",4.7,11.99,https://www.amazon.com/Lil-Critters-Probiotic-60-Count/dp/B0009DVYVC/ref=sr_1_282?keywords=multivitamin+for+kids&qid=1660952918&sr=8-282
342,"NaturesPlus Animal Parade Source of Life Children's Chewable Multivitamin - Orange Flavor - 180 Animal Shaped Tablets - Promotes Health & Wellbeing - Gluten-Free, Vegetarian - 90 Servings",123,4.7,24.35,https://www.amazon.com/Natures-Plus-Childrens-Chewable-Multivitamin/dp/B0019LRN4A/ref=sr_1_283?keywords=multivitamin+for+kids&qid=1660952918&sr=8-283
343,"[120 Count] 8 in 1 Immune Heath Support Multivitamin Gummies & Probiotics Formulated for Kids - Vitamin C, D3, B12, B6, Zinc, Elderberry, Selenium - Dietary Supplement, Berry Flavored Chewable Gummy",34,4.6,13.95,https://www.amazon.com/Support-Multivitamin-Gummies-Probiotics-Formulated/dp/B08WLGYP4S/ref=sr_1_284?keywords=multivitamin+for+kids&qid=1660952918&sr=8-284
344,"Life Extension Children's Formula Life Extension Mix Berry-Flavored, Kid-Friendly Chewable Multivitamin – Gluten-Free, Non-GMO – 120 Chewable Tablets",88,4.4,18.75,https://www.amazon.com/Life-Extension-Childrens-Formula-Chewable/dp/B0758J9B75/ref=sr_1_285?keywords=multivitamin+for+kids&qid=1660952918&sr=8-285
345,"Bluebonnet Nutrition Rainforest Animalz Whole Food Based Multiple Chewable Tablets, Kids Multivitamin & Mineral, Vitamin C, D3, Iron, Gluten Free, Milk Free, Kosher, 180 Chewable Tablets, Grape Flavor",121,4.6,28.76,https://www.amazon.com/Bluebonnet-Nutrition-Rainforest-Multiple-Multivitamin/dp/B0064OA092/ref=sr_1_286?keywords=multivitamin+for+kids&qid=1660952918&sr=8-286
346,"Pure Encapsulations O.N.E. Multivitamin | Once Daily Multivitamin with Antioxidant Complex Metafolin, CoQ10, and Lutein to Support Vision, Cognitive Function, and Cellular Health* | 120 Capsules","6,326",4.7,77.25,https://www.amazon.com/Pure-Encapsulations-N-Multivitamin-Hypoallergenic/dp/B01BGZVXC6/ref=sr_1_287?keywords=multivitamin+for+kids&qid=1660952918&sr=8-287
347,"Jamieson Multivitamin for Kids, 60 chewable tabs",1,5.0,29.99,https://www.amazon.com/Jamieson-Multivitamin-Kids-chewable-tabs/dp/B01K482FM8/ref=sr_1_288?keywords=multivitamin+for+kids&qid=1660952918&sr=8-288
348,"Vitamin Friends New Mystery Flavor Kids Vegan Iron Gummies (60 Day Supply) Ferrous Fumarate with B-Complex, Vitamin C, Zinc, Biotin - Iron Gummies Support Kids Body Function Iron Levels & Anemia",46,4.1,21.99,https://www.amazon.com/Vitamin-Friends-Mystery-Fumarate-B-Complex/dp/B09Q7ZR2MW/ref=sr_1_289?keywords=multivitamin+for+kids&qid=1660952918&sr=8-289
349,"Focus Factor Kids Complete Daily Chewable Vitamins: Multivitamin & Neuro Nutrient, Brain Function, w/ Vitamin B12, C, D3, 60 Count (2 Pack)",441,4.3,28.48,https://www.amazon.com/Focus-Factor-Complete-Chewable-Vitamins/dp/B09CQC2S26/ref=sr_1_290?keywords=multivitamin+for+kids&qid=1660952918&sr=8-290
350,"Fruit and Veggie Supplements, Multivitamin Vitamins C Gummies for Adults & Kids, Multivitamin Gummy with Beet Root Veggies & Fruits to Support Energy, Digestion & Immunity",0,0,16.99,https://www.amazon.com/Supplements-Multivitamin-Vitamins-Digestion-Immunity/dp/B0B8N33TY3/ref=sr_1_291?keywords=multivitamin+for+kids&qid=1660952918&sr=8-291
351,"Zarbee's Elderberry Syrup for Kids, Daily Immune Support with Vitamin C & Zinc, Childrens Liquid Supplement, Natural Berry Flavor, 4 fl oz","9,290",4.7,10.99,https://www.amazon.com/Zarbees-Naturals-Childrens-Elderberry-Support/dp/B07K2V9DWD/ref=sr_1_292?keywords=multivitamin+for+kids&qid=1660952918&sr=8-292
352,"Children's Best Complete Sugar-Free Multivitamin for Kids: Biotin, Vitamin C, B12, D, A, Folate, Zinc, Niacin, Manganese, Iodine, Lutein, Berry Mix Flavor - 100% Vegan (120 Chewables, 2 Month Supply)",99,3.9,25.10,https://www.amazon.com/Childrens-Best-Complete-Sugar-Free-Multivitamins/dp/B077Y1259Z/ref=sr_1_293?keywords=multivitamin+for+kids&qid=1660952918&sr=8-293
353,"Enfamil Baby Vitamins Enfamil Poly-Vi-Sol 8 Multi-Vitamins & Iron Supplement Drops for Infants & Toddlers, Supports Growth & Development, 50 mL Dropper Bottle","12,744",4.6,8.68,https://www.amazon.com/Enfamil-Poly-Vi-Sol-Multivitamin-Supplement-Toddlers/dp/B000GG2KB0/ref=sr_1_294?keywords=multivitamin+for+kids&qid=1660952918&sr=8-294
354,Herbion Naturals Vitality Supplement for Children-Promotes Growth and Appetite-Relieves Fatigue-Improves Mental and Physical Performance – Boosts Energy – 5 fl oz. – For Kids 1 Year and Above.,"1,862",4.1,9.99,https://www.amazon.com/Herbion-Naturals-Vitality-Supplement-Children/dp/B0777TMWCC/ref=sr_1_295?keywords=multivitamin+for+kids&qid=1660952918&sr=8-295
355,"California Gold Nutrition Kid’s Multi Vitamin Gummies, No Gelatin, Mixed Berry and Fruit Flavor, 60 Gummies",2,5.0,10.81,https://www.amazon.com/California-Gold-Nutrition-Vitamin-Gummies/dp/B07DVZ1KTH/ref=sr_1_296?keywords=multivitamin+for+kids&qid=1660952918&sr=8-296
356,"365 by Whole Foods Market, Multivitamin Childrens Gummy 60 Count",378,4.7,6.99,https://www.amazon.com/365-Everday-Value-Mutlitvitamin-Gummy/dp/B084LMS3LN/ref=sr_1_297_f3_0o_fs?keywords=multivitamin+for+kids&qid=1660952918&sr=8-297
357,"Dr. Brian Kids Vitamins Chewable Multivitamin & Mineral for Kids Children with Vitamin C,D3,A,K,B Complex B1,B2,B6,B12 Zinc Folic Acid Biotin",110,4.6,14.99,https://www.amazon.com/Vitamins-Chewable-Multivitamins-Minerals-Metabolism/dp/B093GFB6V4/ref=sr_1_298?keywords=multivitamin+for+kids&qid=1660952918&sr=8-298
358,GNC milestones Kids Gummy Calcium - 120 Gummies,56,4.5,8.99,https://www.amazon.com/GNC-milestones-Kids-Gummy-Calcium/dp/B08FCNXRY2/ref=sr_1_299?keywords=multivitamin+for+kids&qid=1660952918&sr=8-299
359,"Rainbow Light Active Health Teen Multivitamin Supports with Vitamins B, C and E, 90 Tablets (Package May Vary)","1,827",4.4,26.94,https://www.amazon.com/Rainbow-Light-Multivitamin-DermaComplex-Nutrients/dp/B000EEBWJA/ref=sr_1_300?keywords=multivitamin+for+kids&qid=1660952918&sr=8-300
